ID,mang_presence,salt_presence,seag_presence,cluster_5,hex_5,cluster_18,hex_18
31614,1,0,0,2,#eead0e,18,#FF6A6A
31617,1,0,0,4,#6ca6cd,1,#FF3030
31619,1,0,0,3,#43cd80,5,#EEAD0E
31620,1,0,0,3,#43cd80,3,#EE7600
31621,1,0,0,2,#eead0e,18,#FF6A6A
31622,1,0,0,1,#cd2626,18,#FF6A6A
31623,1,0,0,3,#43cd80,1,#FF3030
31624,1,0,0,3,#43cd80,3,#EE7600
31625,1,0,0,3,#43cd80,3,#EE7600
31626,1,0,1,3,#43cd80,5,#EEAD0E
31627,1,0,1,3,#43cd80,3,#EE7600
31628,1,0,0,3,#43cd80,3,#EE7600
31629,1,0,0,1,#cd2626,6,#EEDC82
31630,1,0,0,3,#43cd80,3,#EE7600
31631,1,0,0,3,#43cd80,3,#EE7600
31633,1,0,0,1,#cd2626,5,#EEAD0E
31634,1,0,0,1,#cd2626,6,#EEDC82
31635,1,0,1,1,#cd2626,5,#EEAD0E
31636,1,0,0,1,#cd2626,6,#EEDC82
31637,1,0,0,1,#cd2626,6,#EEDC82
31638,1,0,0,3,#43cd80,3,#EE7600
31640,1,0,0,3,#43cd80,3,#EE7600
31641,1,0,0,3,#43cd80,5,#EEAD0E
31643,1,0,0,1,#cd2626,6,#EEDC82
31647,1,0,0,5,#b452cd,8,#43CD80
31648,1,0,0,5,#b452cd,8,#43CD80
31651,1,0,1,5,#b452cd,8,#43CD80
31652,1,0,1,5,#b452cd,8,#43CD80
31653,1,0,0,5,#b452cd,8,#43CD80
31769,1,0,0,1,#cd2626,4,#EEC900
31812,1,0,0,2,#eead0e,15,#B452CD
31814,1,0,0,1,#cd2626,6,#EEDC82
31815,1,0,0,1,#cd2626,16,#FF3E96
31816,1,0,0,1,#cd2626,16,#FF3E96
31869,1,0,0,2,#eead0e,15,#B452CD
31870,1,0,0,2,#eead0e,15,#B452CD
31901,1,0,0,1,#cd2626,4,#EEC900
31902,1,0,0,1,#cd2626,4,#EEC900
31959,1,0,0,1,#cd2626,5,#EEAD0E
31960,1,0,0,3,#43cd80,5,#EEAD0E
31961,1,0,0,1,#cd2626,18,#FF6A6A
31964,1,0,0,2,#eead0e,17,#EE799F
31965,1,0,0,1,#cd2626,18,#FF6A6A
31966,1,0,0,1,#cd2626,18,#FF6A6A
31969,1,0,0,3,#43cd80,3,#EE7600
31970,1,0,0,1,#cd2626,18,#FF6A6A
31971,1,0,0,1,#cd2626,18,#FF6A6A
31977,1,0,0,4,#6ca6cd,1,#FF3030
31980,1,0,0,3,#43cd80,1,#FF3030
31981,1,0,0,3,#43cd80,1,#FF3030
31982,1,0,0,1,#cd2626,18,#FF6A6A
31983,1,0,0,1,#cd2626,18,#FF6A6A
31984,1,0,0,3,#43cd80,3,#EE7600
31985,1,0,0,3,#43cd80,3,#EE7600
31986,1,0,1,3,#43cd80,3,#EE7600
31987,1,0,1,3,#43cd80,3,#EE7600
31988,1,0,0,3,#43cd80,3,#EE7600
31989,1,0,0,3,#43cd80,3,#EE7600
31990,1,0,0,3,#43cd80,3,#EE7600
31991,1,0,0,3,#43cd80,3,#EE7600
31992,1,0,1,3,#43cd80,5,#EEAD0E
31993,1,0,0,1,#cd2626,6,#EEDC82
31995,1,0,0,3,#43cd80,6,#EEDC82
31996,1,0,0,1,#cd2626,18,#FF6A6A
31997,1,0,0,3,#43cd80,6,#EEDC82
31998,1,0,0,1,#cd2626,6,#EEDC82
31999,1,0,0,3,#43cd80,2,#CD2626
32007,1,0,0,5,#b452cd,8,#43CD80
32008,1,0,0,5,#b452cd,8,#43CD80
32010,1,0,0,5,#b452cd,8,#43CD80
32129,1,0,0,1,#cd2626,4,#EEC900
32130,1,0,0,1,#cd2626,4,#EEC900
32140,1,0,0,1,#cd2626,13,#EEAEEE
32170,1,0,0,2,#eead0e,15,#B452CD
32171,1,0,0,3,#43cd80,15,#B452CD
32172,1,0,0,1,#cd2626,15,#B452CD
32173,1,0,0,1,#cd2626,18,#FF6A6A
32174,1,0,0,1,#cd2626,5,#EEAD0E
32229,1,0,0,2,#eead0e,15,#B452CD
32230,1,0,0,2,#eead0e,15,#B452CD
32262,1,0,0,1,#cd2626,4,#EEC900
32263,1,0,0,1,#cd2626,4,#EEC900
32319,1,0,0,1,#cd2626,5,#EEAD0E
32320,1,0,0,2,#eead0e,17,#EE799F
32324,1,0,0,2,#eead0e,18,#FF6A6A
32325,1,0,0,1,#cd2626,18,#FF6A6A
32330,1,0,0,4,#6ca6cd,1,#FF3030
32337,1,0,0,4,#6ca6cd,1,#FF3030
32338,1,0,0,2,#eead0e,1,#FF3030
32340,1,0,0,3,#43cd80,5,#EEAD0E
32341,1,0,0,3,#43cd80,5,#EEAD0E
32342,1,0,0,3,#43cd80,5,#EEAD0E
32343,1,0,0,3,#43cd80,3,#EE7600
32344,1,0,0,3,#43cd80,3,#EE7600
32348,1,0,0,3,#43cd80,3,#EE7600
32349,1,0,0,3,#43cd80,3,#EE7600
32350,1,0,0,3,#43cd80,3,#EE7600
32351,1,0,1,3,#43cd80,3,#EE7600
32352,1,0,1,3,#43cd80,5,#EEAD0E
32355,1,0,0,3,#43cd80,5,#EEAD0E
32356,1,0,0,1,#cd2626,6,#EEDC82
32489,1,0,0,4,#6ca6cd,1,#FF3030
32500,1,0,0,1,#cd2626,16,#FF3E96
32501,1,0,0,1,#cd2626,16,#FF3E96
32530,1,0,0,1,#cd2626,18,#FF6A6A
32531,1,0,0,1,#cd2626,15,#B452CD
32587,1,0,0,2,#eead0e,15,#B452CD
32590,1,0,0,2,#eead0e,15,#B452CD
32678,1,0,0,1,#cd2626,18,#FF6A6A
32679,1,0,0,2,#eead0e,18,#FF6A6A
32680,1,0,0,1,#cd2626,18,#FF6A6A
32683,1,0,0,2,#eead0e,18,#FF6A6A
32684,1,0,1,2,#eead0e,14,#9F79EE
32685,1,0,1,2,#eead0e,14,#9F79EE
32688,1,0,0,3,#43cd80,3,#EE7600
32689,1,0,0,2,#eead0e,14,#9F79EE
32690,1,0,0,2,#eead0e,12,#6959CD
32698,1,0,0,4,#6ca6cd,1,#FF3030
32699,1,0,0,3,#43cd80,1,#FF3030
32700,1,0,0,3,#43cd80,3,#EE7600
32701,1,0,0,3,#43cd80,3,#EE7600
32702,1,0,0,3,#43cd80,3,#EE7600
32703,1,0,0,3,#43cd80,3,#EE7600
32704,1,0,0,3,#43cd80,3,#EE7600
32705,1,0,0,3,#43cd80,3,#EE7600
32708,1,0,1,3,#43cd80,3,#EE7600
32709,1,0,0,3,#43cd80,3,#EE7600
32710,1,0,0,5,#b452cd,6,#EEDC82
32861,1,0,0,1,#cd2626,16,#FF3E96
32862,1,0,0,1,#cd2626,4,#EEC900
32890,1,0,0,4,#6ca6cd,13,#EEAEEE
32891,1,0,0,4,#6ca6cd,13,#EEAEEE
32950,1,0,0,1,#cd2626,15,#B452CD
33038,1,0,0,3,#43cd80,18,#FF6A6A
33039,1,0,1,1,#cd2626,18,#FF6A6A
33042,1,0,0,1,#cd2626,18,#FF6A6A
33043,1,0,0,2,#eead0e,18,#FF6A6A
33044,1,0,1,2,#eead0e,14,#9F79EE
33045,1,0,1,2,#eead0e,14,#9F79EE
33049,1,0,0,2,#eead0e,14,#9F79EE
33050,1,0,0,4,#6ca6cd,1,#FF3030
33051,1,0,0,4,#6ca6cd,1,#FF3030
33052,1,0,0,4,#6ca6cd,1,#FF3030
33058,1,0,0,1,#cd2626,1,#FF3030
33059,1,0,0,3,#43cd80,3,#EE7600
33061,1,0,0,3,#43cd80,5,#EEAD0E
33062,1,0,0,3,#43cd80,3,#EE7600
33063,1,0,0,3,#43cd80,3,#EE7600
33065,1,0,1,3,#43cd80,3,#EE7600
33066,1,0,1,3,#43cd80,3,#EE7600
33068,1,0,1,3,#43cd80,3,#EE7600
33069,1,0,0,3,#43cd80,3,#EE7600
33222,1,0,0,5,#b452cd,4,#EEC900
33223,1,0,0,5,#b452cd,4,#EEC900
33249,1,0,0,2,#eead0e,15,#B452CD
33250,1,0,0,4,#6ca6cd,11,#4876FF
33310,1,0,0,2,#eead0e,15,#B452CD
33396,1,0,0,3,#43cd80,5,#EEAD0E
33397,1,0,0,3,#43cd80,4,#EEC900
33398,1,0,0,3,#43cd80,5,#EEAD0E
33400,1,0,0,4,#6ca6cd,1,#FF3030
33401,1,0,0,4,#6ca6cd,1,#FF3030
33402,1,0,1,2,#eead0e,14,#9F79EE
33403,1,0,1,2,#eead0e,14,#9F79EE
33404,1,0,0,1,#cd2626,18,#FF6A6A
33406,1,0,0,3,#43cd80,3,#EE7600
33407,1,0,0,1,#cd2626,18,#FF6A6A
33409,1,0,0,3,#43cd80,5,#EEAD0E
33410,1,0,0,3,#43cd80,3,#EE7600
33412,1,0,0,4,#6ca6cd,11,#4876FF
33413,1,0,0,2,#eead0e,17,#EE799F
33418,1,0,0,4,#6ca6cd,1,#FF3030
33419,1,0,0,3,#43cd80,3,#EE7600
33426,1,0,1,3,#43cd80,2,#CD2626
33428,1,0,0,3,#43cd80,3,#EE7600
33429,1,0,0,3,#43cd80,3,#EE7600
33583,1,0,0,5,#b452cd,4,#EEC900
33609,1,0,0,1,#cd2626,6,#EEDC82
33610,1,0,0,2,#eead0e,15,#B452CD
33670,1,0,0,2,#eead0e,15,#B452CD
33759,1,0,0,3,#43cd80,3,#EE7600
33760,1,0,0,4,#6ca6cd,1,#FF3030
33761,1,0,0,2,#eead0e,17,#EE799F
33762,1,0,0,2,#eead0e,17,#EE799F
33764,1,0,0,4,#6ca6cd,1,#FF3030
33766,1,0,0,1,#cd2626,18,#FF6A6A
33767,1,0,0,1,#cd2626,18,#FF6A6A
33768,1,0,0,3,#43cd80,18,#FF6A6A
33769,1,0,0,1,#cd2626,18,#FF6A6A
33774,1,0,0,2,#eead0e,18,#FF6A6A
33778,1,0,0,4,#6ca6cd,1,#FF3030
33786,1,0,0,3,#43cd80,3,#EE7600
33943,1,0,0,5,#b452cd,4,#EEC900
33968,1,0,0,1,#cd2626,5,#EEAD0E
33969,1,0,0,1,#cd2626,6,#EEDC82
34011,1,0,0,2,#eead0e,15,#B452CD
34012,1,0,0,2,#eead0e,15,#B452CD
34013,1,0,0,2,#eead0e,15,#B452CD
34014,1,0,0,2,#eead0e,15,#B452CD
34015,1,0,0,2,#eead0e,15,#B452CD
34018,1,0,1,2,#eead0e,15,#B452CD
34019,1,0,1,2,#eead0e,15,#B452CD
34026,1,0,1,2,#eead0e,15,#B452CD
34027,1,0,1,2,#eead0e,15,#B452CD
34028,1,0,1,2,#eead0e,15,#B452CD
34029,1,0,0,2,#eead0e,15,#B452CD
34030,1,0,0,2,#eead0e,15,#B452CD
34118,1,0,0,3,#43cd80,14,#9F79EE
34119,1,0,0,3,#43cd80,14,#9F79EE
34121,1,0,0,2,#eead0e,1,#FF3030
34124,1,0,0,2,#eead0e,17,#EE799F
34128,1,0,0,3,#43cd80,3,#EE7600
34129,1,0,0,3,#43cd80,17,#EE799F
34135,1,0,0,2,#eead0e,18,#FF6A6A
34136,1,0,0,1,#cd2626,18,#FF6A6A
34138,1,0,0,4,#6ca6cd,1,#FF3030
34139,1,0,0,3,#43cd80,3,#EE7600
34148,1,0,0,1,#cd2626,18,#FF6A6A
34303,1,0,0,5,#b452cd,7,#98FB98
34323,1,0,0,1,#cd2626,16,#FF3E96
34324,1,0,0,3,#43cd80,4,#EEC900
34325,1,0,0,3,#43cd80,5,#EEAD0E
34326,1,0,0,3,#43cd80,5,#EEAD0E
34327,1,0,0,5,#b452cd,6,#EEDC82
34328,1,0,0,3,#43cd80,3,#EE7600
34370,1,0,0,2,#eead0e,15,#B452CD
34371,1,0,0,2,#eead0e,15,#B452CD
34372,1,0,0,2,#eead0e,15,#B452CD
34375,1,0,0,2,#eead0e,15,#B452CD
34376,1,0,0,2,#eead0e,15,#B452CD
34377,1,0,0,2,#eead0e,15,#B452CD
34378,1,0,0,2,#eead0e,15,#B452CD
34379,1,0,1,2,#eead0e,15,#B452CD
34380,1,0,1,2,#eead0e,15,#B452CD
34381,1,0,1,2,#eead0e,15,#B452CD
34385,1,0,1,2,#eead0e,15,#B452CD
34386,1,0,1,2,#eead0e,15,#B452CD
34389,1,0,0,2,#eead0e,15,#B452CD
34461,1,0,1,1,#cd2626,4,#EEC900
34478,1,0,0,3,#43cd80,3,#EE7600
34481,1,0,0,2,#eead0e,14,#9F79EE
34483,1,0,0,3,#43cd80,3,#EE7600
34484,1,0,0,3,#43cd80,3,#EE7600
34496,1,0,0,2,#eead0e,18,#FF6A6A
34497,1,0,0,3,#43cd80,17,#EE799F
34498,1,0,0,4,#6ca6cd,1,#FF3030
34499,1,0,0,1,#cd2626,1,#FF3030
34500,1,0,0,3,#43cd80,3,#EE7600
34501,1,0,0,3,#43cd80,3,#EE7600
34502,1,0,0,3,#43cd80,3,#EE7600
34663,1,0,0,5,#b452cd,7,#98FB98
34682,1,0,0,1,#cd2626,6,#EEDC82
34683,1,0,0,1,#cd2626,5,#EEAD0E
34684,1,0,0,1,#cd2626,4,#EEC900
34685,1,0,0,3,#43cd80,7,#98FB98
34729,1,0,0,2,#eead0e,15,#B452CD
34730,1,0,0,2,#eead0e,15,#B452CD
34742,1,0,1,2,#eead0e,15,#B452CD
34743,1,0,1,2,#eead0e,15,#B452CD
34744,1,0,1,2,#eead0e,15,#B452CD
34745,1,0,1,2,#eead0e,15,#B452CD
34746,1,0,0,2,#eead0e,15,#B452CD
34820,1,0,1,1,#cd2626,5,#EEAD0E
34821,1,0,1,1,#cd2626,4,#EEC900
34822,1,0,0,1,#cd2626,18,#FF6A6A
34840,1,0,0,2,#eead0e,18,#FF6A6A
34841,1,0,1,2,#eead0e,14,#9F79EE
34842,1,0,1,2,#eead0e,14,#9F79EE
34843,1,0,0,3,#43cd80,3,#EE7600
34857,1,0,0,1,#cd2626,18,#FF6A6A
34858,1,0,0,1,#cd2626,18,#FF6A6A
34859,1,0,1,1,#cd2626,1,#FF3030
34861,1,0,0,3,#43cd80,18,#FF6A6A
34862,1,0,1,3,#43cd80,3,#EE7600
34863,1,0,1,3,#43cd80,3,#EE7600
34865,1,0,0,3,#43cd80,5,#EEAD0E
34867,1,0,0,1,#cd2626,6,#EEDC82
34875,1,0,0,5,#b452cd,3,#EE7600
34899,1,0,0,5,#b452cd,6,#EEDC82
35019,1,0,0,1,#cd2626,7,#98FB98
35020,1,0,0,1,#cd2626,4,#EEC900
35022,1,0,0,1,#cd2626,4,#EEC900
35023,1,0,0,5,#b452cd,7,#98FB98
35024,1,0,0,1,#cd2626,16,#FF3E96
35041,1,0,0,5,#b452cd,6,#EEDC82
35042,1,0,0,5,#b452cd,5,#EEAD0E
35088,1,0,1,2,#eead0e,15,#B452CD
35089,1,0,0,2,#eead0e,15,#B452CD
35180,1,0,1,1,#cd2626,16,#FF3E96
35182,1,0,0,3,#43cd80,4,#EEC900
35199,1,0,1,2,#eead0e,14,#9F79EE
35200,1,0,1,2,#eead0e,14,#9F79EE
35201,1,0,0,2,#eead0e,17,#EE799F
35217,1,0,0,1,#cd2626,18,#FF6A6A
35218,1,0,0,1,#cd2626,18,#FF6A6A
35223,1,0,1,3,#43cd80,3,#EE7600
35224,1,0,0,3,#43cd80,5,#EEAD0E
35225,1,0,0,3,#43cd80,3,#EE7600
35227,1,0,0,3,#43cd80,3,#EE7600
35235,1,0,1,5,#b452cd,3,#EE7600
35252,1,0,1,3,#43cd80,5,#EEAD0E
35259,1,0,0,5,#b452cd,6,#EEDC82
35377,1,0,0,1,#cd2626,16,#FF3E96
35378,1,0,1,1,#cd2626,16,#FF3E96
35379,1,0,1,1,#cd2626,13,#EEAEEE
35380,1,0,0,1,#cd2626,4,#EEC900
35381,1,0,0,1,#cd2626,6,#EEDC82
35382,1,0,0,1,#cd2626,6,#EEDC82
35383,1,0,1,1,#cd2626,6,#EEDC82
35384,1,0,0,1,#cd2626,13,#EEAEEE
35400,1,0,0,1,#cd2626,5,#EEAD0E
35401,1,0,0,1,#cd2626,5,#EEAD0E
35447,1,0,1,2,#eead0e,15,#B452CD
35448,1,0,1,2,#eead0e,15,#B452CD
35540,1,0,1,1,#cd2626,16,#FF3E96
35541,1,0,1,1,#cd2626,5,#EEAD0E
35542,1,0,0,1,#cd2626,5,#EEAD0E
35559,1,0,1,2,#eead0e,18,#FF6A6A
35560,1,0,0,3,#43cd80,17,#EE799F
35561,1,0,0,2,#eead0e,17,#EE799F
35565,1,0,0,2,#eead0e,14,#9F79EE
35566,1,0,0,2,#eead0e,14,#9F79EE
35577,1,0,0,1,#cd2626,18,#FF6A6A
35578,1,0,0,1,#cd2626,18,#FF6A6A
35579,1,0,0,1,#cd2626,18,#FF6A6A
35583,1,0,0,3,#43cd80,3,#EE7600
35584,1,0,0,3,#43cd80,5,#EEAD0E
35585,1,0,0,1,#cd2626,18,#FF6A6A
35586,1,0,0,1,#cd2626,18,#FF6A6A
35587,1,0,0,3,#43cd80,5,#EEAD0E
35595,1,0,1,5,#b452cd,8,#43CD80
35735,1,0,0,1,#cd2626,13,#EEAEEE
35736,1,0,0,1,#cd2626,16,#FF3E96
35737,1,0,0,1,#cd2626,16,#FF3E96
35738,1,0,1,1,#cd2626,6,#EEDC82
35739,1,0,1,1,#cd2626,6,#EEDC82
35741,1,0,0,3,#43cd80,5,#EEAD0E
35742,1,0,0,5,#b452cd,6,#EEDC82
35743,1,0,0,1,#cd2626,6,#EEDC82
35744,1,0,1,1,#cd2626,6,#EEDC82
35745,1,0,1,5,#b452cd,8,#43CD80
35748,1,0,0,2,#eead0e,18,#FF6A6A
35749,1,0,0,4,#6ca6cd,11,#4876FF
35758,1,0,0,1,#cd2626,5,#EEAD0E
35759,1,0,0,1,#cd2626,5,#EEAD0E
35760,1,0,0,1,#cd2626,5,#EEAD0E
35806,1,0,1,2,#eead0e,15,#B452CD
35807,1,0,1,2,#eead0e,15,#B452CD
35899,1,0,1,2,#eead0e,16,#FF3E96
35900,1,0,1,2,#eead0e,14,#9F79EE
35901,1,0,1,2,#eead0e,14,#9F79EE
35919,1,0,1,2,#eead0e,14,#9F79EE
35920,1,0,1,2,#eead0e,14,#9F79EE
35925,1,0,0,2,#eead0e,14,#9F79EE
35926,1,0,0,2,#eead0e,14,#9F79EE
35927,1,0,0,2,#eead0e,14,#9F79EE
35938,1,0,0,1,#cd2626,18,#FF6A6A
35939,1,0,0,1,#cd2626,18,#FF6A6A
35940,1,0,0,2,#eead0e,15,#B452CD
35943,1,0,0,3,#43cd80,5,#EEAD0E
35944,1,0,1,3,#43cd80,5,#EEAD0E
35945,1,0,1,3,#43cd80,5,#EEAD0E
35946,1,0,1,1,#cd2626,18,#FF6A6A
35947,1,0,1,1,#cd2626,5,#EEAD0E
35959,1,0,0,3,#43cd80,3,#EE7600
36095,1,0,0,1,#cd2626,13,#EEAEEE
36096,1,0,0,1,#cd2626,16,#FF3E96
36105,1,0,1,1,#cd2626,6,#EEDC82
36106,1,0,0,1,#cd2626,16,#FF3E96
36108,1,0,0,4,#6ca6cd,11,#4876FF
36109,1,0,0,1,#cd2626,5,#EEAD0E
36112,1,0,1,1,#cd2626,5,#EEAD0E
36113,1,0,0,3,#43cd80,5,#EEAD0E
36114,1,0,0,1,#cd2626,5,#EEAD0E
36115,1,0,0,1,#cd2626,5,#EEAD0E
36116,1,0,1,3,#43cd80,3,#EE7600
36117,1,0,1,1,#cd2626,5,#EEAD0E
36118,1,0,0,1,#cd2626,18,#FF6A6A
36119,1,0,0,1,#cd2626,5,#EEAD0E
36165,1,0,1,2,#eead0e,15,#B452CD
36166,1,0,1,2,#eead0e,15,#B452CD
36167,1,0,0,2,#eead0e,15,#B452CD
36226,1,0,0,4,#6ca6cd,1,#FF3030
36260,1,0,0,2,#eead0e,16,#FF3E96
36273,1,0,1,3,#43cd80,5,#EEAD0E
36278,1,0,0,1,#cd2626,18,#FF6A6A
36279,1,0,1,2,#eead0e,14,#9F79EE
36280,1,0,0,1,#cd2626,18,#FF6A6A
36284,1,0,0,2,#eead0e,14,#9F79EE
36285,1,0,0,2,#eead0e,14,#9F79EE
36287,1,0,0,2,#eead0e,12,#6959CD
36288,1,0,0,2,#eead0e,12,#6959CD
36299,1,0,0,1,#cd2626,18,#FF6A6A
36300,1,0,1,1,#cd2626,18,#FF6A6A
36301,1,0,1,3,#43cd80,5,#EEAD0E
36302,1,0,0,3,#43cd80,17,#EE799F
36303,1,0,0,3,#43cd80,5,#EEAD0E
36304,1,0,1,3,#43cd80,17,#EE799F
36305,1,0,0,3,#43cd80,17,#EE799F
36306,1,0,1,1,#cd2626,5,#EEAD0E
36307,1,0,0,1,#cd2626,6,#EEDC82
36454,1,0,0,1,#cd2626,4,#EEC900
36455,1,0,0,1,#cd2626,4,#EEC900
36457,1,0,0,1,#cd2626,6,#EEDC82
36466,1,0,1,5,#b452cd,8,#43CD80
36467,1,0,1,5,#b452cd,8,#43CD80
36468,1,0,1,1,#cd2626,6,#EEDC82
36469,1,0,1,1,#cd2626,2,#CD2626
36470,1,0,0,1,#cd2626,18,#FF6A6A
36471,1,0,0,1,#cd2626,13,#EEAEEE
36472,1,0,0,1,#cd2626,5,#EEAD0E
36476,1,0,1,3,#43cd80,3,#EE7600
36479,1,0,1,3,#43cd80,5,#EEAD0E
36480,1,0,1,3,#43cd80,3,#EE7600
36524,1,0,1,2,#eead0e,15,#B452CD
36525,1,0,1,2,#eead0e,15,#B452CD
36526,1,0,1,2,#eead0e,15,#B452CD
36584,1,0,0,4,#6ca6cd,1,#FF3030
36591,1,0,0,4,#6ca6cd,1,#FF3030
36592,1,0,0,2,#eead0e,1,#FF3030
36620,1,0,0,1,#cd2626,17,#EE799F
36633,1,0,1,3,#43cd80,5,#EEAD0E
36634,1,0,1,3,#43cd80,5,#EEAD0E
36639,1,0,0,1,#cd2626,18,#FF6A6A
36640,1,0,0,2,#eead0e,14,#9F79EE
36643,1,0,0,2,#eead0e,14,#9F79EE
36644,1,0,0,2,#eead0e,14,#9F79EE
36650,1,0,0,2,#eead0e,17,#EE799F
36660,1,0,1,1,#cd2626,18,#FF6A6A
36661,1,0,0,1,#cd2626,18,#FF6A6A
36662,1,0,0,3,#43cd80,3,#EE7600
36663,1,0,0,1,#cd2626,17,#EE799F
36664,1,0,0,1,#cd2626,18,#FF6A6A
36665,1,0,0,1,#cd2626,18,#FF6A6A
36666,1,0,0,1,#cd2626,18,#FF6A6A
36813,1,0,0,1,#cd2626,13,#EEAEEE
36814,1,0,0,1,#cd2626,16,#FF3E96
36817,1,0,1,1,#cd2626,6,#EEDC82
36819,1,0,1,4,#6ca6cd,10,#6CA6CD
36828,1,0,1,1,#cd2626,16,#FF3E96
36829,1,0,1,1,#cd2626,2,#CD2626
36830,1,0,1,1,#cd2626,17,#EE799F
36831,1,0,1,3,#43cd80,5,#EEAD0E
36832,1,0,1,5,#b452cd,8,#43CD80
36839,1,0,1,3,#43cd80,3,#EE7600
36884,1,0,1,2,#eead0e,15,#B452CD
36885,1,0,0,2,#eead0e,13,#EEAEEE
36886,1,0,0,2,#eead0e,15,#B452CD
36943,1,0,0,4,#6ca6cd,1,#FF3030
36944,1,0,1,4,#6ca6cd,1,#FF3030
36954,1,0,0,2,#eead0e,18,#FF6A6A
36955,1,0,0,4,#6ca6cd,1,#FF3030
36993,1,0,1,3,#43cd80,5,#EEAD0E
36994,1,0,1,3,#43cd80,5,#EEAD0E
36998,1,0,0,1,#cd2626,18,#FF6A6A
36999,1,0,0,1,#cd2626,18,#FF6A6A
37000,1,0,0,3,#43cd80,5,#EEAD0E
37001,1,0,0,2,#eead0e,14,#9F79EE
37002,1,0,1,2,#eead0e,14,#9F79EE
37003,1,0,0,2,#eead0e,14,#9F79EE
37020,1,0,0,1,#cd2626,18,#FF6A6A
37021,1,0,0,1,#cd2626,18,#FF6A6A
37022,1,0,0,1,#cd2626,18,#FF6A6A
37023,1,0,0,1,#cd2626,5,#EEAD0E
37024,1,0,1,1,#cd2626,18,#FF6A6A
37025,1,0,1,1,#cd2626,18,#FF6A6A
37026,1,0,0,3,#43cd80,5,#EEAD0E
37169,1,0,0,1,#cd2626,16,#FF3E96
37170,1,0,0,1,#cd2626,13,#EEAEEE
37171,1,0,0,1,#cd2626,13,#EEAEEE
37172,1,0,0,1,#cd2626,13,#EEAEEE
37173,1,0,0,1,#cd2626,13,#EEAEEE
37177,1,0,1,1,#cd2626,6,#EEDC82
37179,1,0,1,4,#6ca6cd,10,#6CA6CD
37199,1,0,1,3,#43cd80,5,#EEAD0E
37200,1,0,1,3,#43cd80,3,#EE7600
37201,1,0,1,3,#43cd80,3,#EE7600
37244,1,0,0,2,#eead0e,15,#B452CD
37245,1,0,0,2,#eead0e,15,#B452CD
37303,1,0,0,4,#6ca6cd,1,#FF3030
37304,1,0,1,4,#6ca6cd,11,#4876FF
37353,1,0,1,3,#43cd80,5,#EEAD0E
37354,1,0,1,3,#43cd80,5,#EEAD0E
37359,1,0,1,2,#eead0e,14,#9F79EE
37360,1,0,0,3,#43cd80,5,#EEAD0E
37361,1,0,0,2,#eead0e,5,#EEAD0E
37362,1,0,0,1,#cd2626,5,#EEAD0E
37370,1,0,0,2,#eead0e,17,#EE799F
37381,1,0,1,1,#cd2626,18,#FF6A6A
37382,1,0,1,1,#cd2626,18,#FF6A6A
37383,1,0,1,1,#cd2626,18,#FF6A6A
37384,1,0,1,1,#cd2626,18,#FF6A6A
37385,1,0,1,1,#cd2626,18,#FF6A6A
37528,1,0,0,1,#cd2626,16,#FF3E96
37529,1,0,0,1,#cd2626,13,#EEAEEE
37537,1,0,1,1,#cd2626,6,#EEDC82
37538,1,0,0,4,#6ca6cd,10,#6CA6CD
37559,1,0,1,1,#cd2626,6,#EEDC82
37560,1,0,1,1,#cd2626,6,#EEDC82
37604,1,0,1,2,#eead0e,17,#EE799F
37661,1,0,1,1,#cd2626,18,#FF6A6A
37663,1,0,1,2,#eead0e,14,#9F79EE
37718,1,0,0,2,#eead0e,18,#FF6A6A
37719,1,0,0,2,#eead0e,14,#9F79EE
37730,1,0,0,2,#eead0e,17,#EE799F
37741,1,0,1,2,#eead0e,17,#EE799F
37742,1,0,1,1,#cd2626,18,#FF6A6A
37743,1,0,1,1,#cd2626,18,#FF6A6A
37744,1,0,1,1,#cd2626,5,#EEAD0E
37745,1,0,0,1,#cd2626,18,#FF6A6A
37883,1,0,0,1,#cd2626,16,#FF3E96
37884,1,0,0,1,#cd2626,16,#FF3E96
37885,1,0,0,3,#43cd80,5,#EEAD0E
37887,1,0,0,1,#cd2626,16,#FF3E96
37888,1,0,0,1,#cd2626,16,#FF3E96
37892,1,0,1,4,#6ca6cd,11,#4876FF
37893,1,0,0,1,#cd2626,6,#EEDC82
37894,1,0,1,5,#b452cd,6,#EEDC82
37895,1,0,1,1,#cd2626,1,#FF3030
37896,1,0,1,1,#cd2626,6,#EEDC82
37897,1,0,1,1,#cd2626,6,#EEDC82
37919,1,0,1,1,#cd2626,1,#FF3030
37964,1,0,0,2,#eead0e,17,#EE799F
38020,1,0,0,1,#cd2626,18,#FF6A6A
38021,1,0,0,1,#cd2626,18,#FF6A6A
38023,1,0,1,4,#6ca6cd,11,#4876FF
38061,1,0,0,1,#cd2626,16,#FF3E96
38062,1,0,0,1,#cd2626,5,#EEAD0E
38075,1,0,0,2,#eead0e,14,#9F79EE
38076,1,0,0,2,#eead0e,14,#9F79EE
38078,1,0,0,2,#eead0e,14,#9F79EE
38100,1,0,0,1,#cd2626,18,#FF6A6A
38101,1,0,0,2,#eead0e,17,#EE799F
38102,1,0,1,1,#cd2626,18,#FF6A6A
38103,1,0,1,1,#cd2626,18,#FF6A6A
38240,1,0,0,1,#cd2626,16,#FF3E96
38241,1,0,0,1,#cd2626,16,#FF3E96
